ID,Año_prod,T/C,Temporada,Capitulo,Destino,Fec_Estreno,Dia,Mes,Año,Dia_Sem,Estreno_RR,Franja,H_ini,H_fin,Dur,Tandas,RH_C13,SH_C13,RC_C13,SC_C13,RH_TVN,SH_TVN,RC_TVN,SC_TVN,RH_MEGA,SH_MEGA,RC_MEGA,SC_MEGA,RH_CHV,SH_CHV,RC_CHV,SC_CHV,RH_TVPAGO,SH_TVPAGO,RC_TVPAGO,SC_TVPAGO,RH_ENC,SH_ENC,RC_ENC,SC_ENC,PosH_C13,PosC_C13,Comentario,Region,Zona,Fecha
146,2016.0,415,4,15.0,Porvenir,6-8-2016,6,8,2016,6,Estreno,Prime,22:32,23:56,1:24:00,3,8.2,14.1,3.1,11.0,9.4,16.1,4.2,15.0,13.2,22.7,3.6,13.0,8.5,14.6,3.4,12.2,23.3,40.0,12.1,43.5,58.4,100,27.8,100,4,4,,Magallanes,Sur,2016-08-06
147,2015.0,31,3,1.0,Coyhaique 1 (Malebo),13-8-2016,13,8,2016,6,RR 2,Off Prime PM,17:33,18:41,1:08:00,3,6.2,12.7,2.1,9.9,9.9,20.3,3.8,17.7,4.7,9.7,1.1,5.2,3.4,7.0,0.6,2.6,25.5,52.3,12.7,58.6,48.8,100,21.6,100,2,2,,Aysén,Sur,2016-08-13
148,2016.0,416,4,16.0,Codpa,13-8-2016,13,8,2016,6,Estreno,Prime,22:33,23:49,1:16:00,3,9.7,16.9,4.5,15.6,7.6,13.2,4.4,15.2,15.0,26.2,4.9,17.0,6.2,10.8,2.7,9.2,23.0,40.1,10.1,34.9,57.4,100,28.9,100,2,2,,Arica y Parinacota,Norte,2016-08-13
149,2015.0,36,3,6.0,La Ligua – Pichicuy (quinta),20-8-2016,20,8,2016,6,RR 2,Off Prime PM,17:20,18:43,1:23:00,4,5.3,11.3,2.1,10.2,8.2,17.5,3.4,16.7,4.8,10.3,1.0,4.9,3.6,7.7,1.0,5.0,25.7,55.1,11.3,55.8,46.7,100,20.2,100,2,2,,Valparaíso,Centro,2016-08-20
150,2016.0,417,4,17.0,Calbuco,20-8-2016,20,8,2016,6,Estreno,Prime,22:31,23:46,1:15:00,3,7.6,12.5,4.3,14.2,8.3,13.6,4.2,13.7,17.4,28.7,5.6,18.4,6.3,10.3,2.4,7.7,26.2,43.1,11.7,38.2,60.8,100,30.6,100,3,2,,Los Lagos,Sur,2016-08-20
151,2015.0,314,3,14.0,Costa Osorno,27-8-2016,27,8,2016,6,RR 2,Off Prime PM,17:20,18:40,1:20:00,4,6.7,14.6,2.4,13.2,2.8,6.2,0.8,4.6,5.6,12.1,1.3,7.3,5.1,11.1,1.8,9.7,26.2,56.9,10.9,58.8,46.0,100,18.6,100,1,1,,Los Lagos,Sur,2016-08-27
152,2016.0,418,4,18.0,Antártica,27-8-2016,27,8,2016,6,Estreno,Prime,22:30,23:48,1:18:00,3,10.1,16.8,4.6,17.0,3.9,6.5,1.3,4.8,17.1,28.4,6.8,24.9,9.0,14.9,3.3,12.3,22.8,37.7,9.1,33.2,60.4,100,27.3,100,2,2,,Magallanes,Sur,2016-08-27
153,2015.0,37,3,7.0,Fiesta Caguach,3-9-2016,3,9,2016,6,RR 2,Off Prime PM,17:32,18:47,1:15:00,3,5.4,12.8,1.9,11.3,2.5,5.9,0.9,5.2,5.0,11.9,1.7,10.1,4.7,11.1,1.7,9.7,24.0,57.0,9.8,57.0,42.2,100,17.1,100,1,1,,Los Lagos,Sur,2016-09-03
154,2016.0,419,4,19.0,Melipeuco,3-9-2016,3,9,2016,6,Estreno,Prime,22:30,23:50,1:20:00,3,10.0,16.3,5.6,18.6,4.7,7.7,2.0,6.7,16.2,26.4,5.1,16.9,9.5,15.4,2.8,9.2,25.0,40.8,11.6,38.7,61.4,100,30.0,100,2,1,,Araucanía,Norte,2016-09-03
155,2015.0,312,3,12.0,Chiloé islas pequeñas,10-9-2016,10,9,2016,6,RR 2,Off Prime PM,17:36,18:45,1:09:00,3,6.8,17.2,3.2,18.3,2.4,6.2,1.0,5.5,3.4,8.6,1.1,6.3,3.5,8.9,1.0,6.0,23.8,60.4,9.9,56.3,39.5,100,17.5,100,1,1,,Los Ríos,Sur,2016-09-10
156,2016.0,420,4,20.0,Chañaral de Aceituno,10-9-2016,10,9,2016,6,Estreno,Prime,22:30,23:39,1:09:00,2,10.8,17.3,6.0,19.0,6.3,10.1,2.1,6.5,14.7,23.6,4.7,15.0,6.8,11.0,3.9,12.4,27.2,43.8,12.8,41.0,62.2,100,31.3,100,2,1,,Atacama,Norte,2016-09-10
157,2015.0,38,3,8.0,Lo Valledor,17-9-2016,17,9,2016,6,RR 2,Off Prime PM,18:06,19:14,1:08:00,2,6.1,18.2,2.6,19.3,1.5,4.4,0.8,5.7,3.5,10.5,1.4,9.9,3.8,11.5,1.2,8.6,18.1,54.2,7.1,51.8,33.4,100,13.7,100,1,1,,Metropolitana,Centro,2016-09-17
158,2016.0,421,4,21.0,Marchihue,17-9-2016,17,9,2016,6,Estreno,Prime,22:33,23:34,1:01:00,0,8.8,17.4,4.7,21.4,4.0,8.0,2.0,9.1,11.7,23.4,3.0,14.0,6.5,13.0,2.8,12.7,22.1,44.0,8.1,37.2,50.2,100,21.8,100,2,1,,O'Higgins,Centro,2016-09-17
159,2016.0,47,4,7.0,Cochrane – Patagonia 1 Lago Gral. Carrera,18-9-2016,18,9,2016,7,RR 1,Prime,22:45,0:43,1:58:00,1,12.2,23.4,4.9,21.4,5.1,9.8,2.0,8.6,10.6,20.4,3.6,15.6,6.0,11.4,1.7,7.2,22.1,42.5,9.6,41.5,52.0,100,23.1,100,1,1,Ambos Prime. Falta Hora. 2da Franja,Aysén,Sur,2016-09-18
160,2015.0,310,3,10.0,Cachapoal (Zúñiga),18-9-2016,18,9,2016,7,RR 2,Prime,22:45,0:43,1:58:00,1,12.2,23.4,4.9,21.4,5.1,9.8,2.0,8.6,10.6,20.4,3.6,15.6,6.0,11.4,1.7,7.2,22.1,42.5,9.6,41.5,52.0,100,23.1,100,1,1,Ambos Prime. Falta Hora. 1ra Franja,O'Higgins,Centro,2016-09-18
161,2015.0,39,3,9.0,Valle del Elqui 2015,24-9-2016,24,9,2016,6,RR 2,Off Prime PM,17:30,18:38,1:08:00,3,7.9,17.8,1.9,10.6,2.6,5.8,0.3,1.7,5.5,12.5,2.2,11.9,3.5,7.8,1.0,5.5,25.0,56.7,12.0,65.9,44.2,100,18.2,100,1,2,,Coquimbo,Norte,2016-09-24
162,2016.0,422,4,22.0,Rupanco,24-9-2016,24,9,2016,6,Estreno,Prime,22:40,23:49,1:09:00,2,10.5,16.9,4.5,14.5,4.4,7.0,2.0,6.4,18.6,30.0,6.6,21.2,8.7,14.1,4.2,13.5,24.7,39.8,11.7,37.8,62.0,100,31.1,100,2,2,,Los Lagos,Sur,2016-09-24
163,2015.0,317,3,17.0,Costa Maule (Iloca),1-10-2016,1,10,2016,6,RR 2,Off Prime PM,17:39,18:48,1:09:00,3,6.8,16.4,2.9,14.5,3.8,9.2,1.7,8.9,4.7,11.3,2.1,10.6,3.4,8.2,1.1,5.7,23.5,56.5,11.2,56.9,41.5,100,19.6,100,1,1,,Maule,Centro,2016-10-01
164,2016.0,423,4,23.0,Angol-Nahuelbuta,1-10-2016,1,10,2016,6,Estreno,Prime,22:31,23:35,1:04:00,2,10.6,17.9,5.0,17.9,4.7,8.0,1.8,6.4,13.4,22.7,3.9,13.8,9.3,15.7,4.8,17.0,24.8,41.9,10.7,38.1,59.2,100,28.1,100,2,1,,Araucanía,Norte,2016-10-01
165,2015.0,315,3,15.0,Ramal Talca - Constitución,8-10-2016,8,10,2016,6,RR 2,Off Prime PM,17:24,18:48,1:24:00,3,8.4,19.8,2.4,13.5,2.9,6.8,0.9,5.2,5.5,12.9,1.6,8.9,3.9,9.2,1.4,7.5,21.0,49.7,10.6,58.3,42.3,100,18.1,100,1,1,,Maule,Centro,2016-10-08
166,2016.0,424,4,24.0,Ancud,8-10-2016,8,10,2016,6,Estreno,Prime,22:30,23:41,1:11:00,2,10.7,18.5,6.1,19.6,5.2,9.0,2.3,7.3,12.4,21.5,4.4,14.0,8.2,14.1,3.8,12.2,25.4,43.8,13.0,41.4,57.9,100,31.3,100,2,1,,Los Ríos,Sur,2016-10-08
167,2015.0,316,3,16.0,Quintero,15-10-2016,15,10,2016,6,RR 2,Off Prime PM,17:48,18:56,1:08:00,2,8.9,16.1,3.9,16.6,5.5,9.9,1.5,6.5,6.6,11.8,1.3,5.7,4.9,8.8,1.6,6.9,29.6,53.2,14.1,60.2,55.7,100,23.4,100,1,1,,Valparaíso,Centro,2016-10-15
168,2016.0,425,4,25.0,Ruta Costera Corral-Chaihuín,15-10-2016,15,10,2016,6,Estreno,Prime,22:32,23:39,1:07:00,3,12.2,19.2,6.1,19.5,6.2,9.7,1.7,5.6,15.6,24.6,4.5,14.5,9.4,14.7,3.9,12.4,26.4,41.5,13.1,42.0,63.6,100,31.1,100,2,1,,Los Ríos,Sur,2016-10-15
169,2016.0,426,4,26.0,Salamanca,15-10-2016,15,10,2016,6,Estreno,Prime 2da,23:39,1:06,1:27:00,4,11.6,21.0,5.2,19.9,4.6,8.3,1.5,5.8,10.7,19.4,2.4,9.3,8.1,14.8,3.7,14.2,23.7,43.0,11.7,44.7,55.0,100,26.1,100,1,1,,Coquimbo,Norte,2016-10-15
171,2015.0,318,3,18.0,Panguipulli,22-10-2016,22,10,2016,6,RR 2,Off Prime PM,17:40,18:46,1:06:00,3,6.2,13.6,2.1,11.3,3.1,6.8,0.7,4.1,5.7,12.6,1.6,8.6,4.7,10.2,1.8,10.0,24.7,54.2,10.8,59.8,45.5,100,18.1,100,1,1,,Los Ríos,Sur,2016-10-22
172,2016.0,427,4,27.0,Arauco,22-10-2016,22,10,2016,6,Estreno,Prime,22:36,23:55,1:19:00,3,13.5,21.6,6.3,21.4,4.4,7.1,1.2,4.0,16.2,26.1,6.6,22.4,9.0,14.5,3.5,11.8,23.5,37.8,10.4,35.2,62.2,100,29.6,100,2,2,,Bío Bío,Sur,2016-10-22
173,2015.0,324,3,24.0,Putre - Chungará,29-10-2016,29,10,2016,6,RR 2,Off Prime PM,17:36,18:47,1:11:00,3,6.0,14.1,2.3,14.4,2.5,6.0,0.4,2.5,4.5,10.6,1.2,7.5,3.6,8.5,0.8,4.7,25.5,60.2,10.6,66.0,42.5,100,16.1,100,1,1,,Arica y Parinacota,Norte,2016-10-29
174,2016.0,428,4,28.0,Isla Sta. María,29-10-2016,29,10,2016,6,Estreno,Prime,22:30,23:48,1:18:00,3,11.5,20.9,6.0,22.9,4.8,8.7,1.0,3.9,13.0,23.6,4.1,15.9,7.4,13.4,3.2,12.2,23.1,41.8,10.0,38.5,55.1,100,26.0,100,2,1,,Bío Bío,Sur,2016-10-29
175,2016.0,429,4,29.0,San Pedro de Atacama,5-11-2016,5,11,2016,6,Estreno,Off Prime PM,17:40,18:47,1:07:00,3,5.1,11.4,1.8,9.6,3.6,8.2,1.7,9.3,4.9,11.0,1.6,8.3,3.2,7.1,1.4,7.3,26.9,60.7,10.9,58.1,44.3,100,18.8,100,1,1,,Antofagasta,Norte,2016-11-05
176,2016.0,En Vacaciones4,En Vacaciones,4.0,Bogotá - Colombia,5-11-2016,5,11,2016,6,RR 1,Prime,22:30,23:48,1:18:00,3,10.4,16.9,4.5,15.9,6.3,10.3,2.5,8.8,14.9,24.2,3.5,12.5,7.6,12.3,3.2,11.5,27.9,45.1,13.0,46.3,61.8,100,28.0,100,2,1,,Internacional,Otro,2016-11-05
177,2016.0,415,4,15.0,Porvenir,12-11-2016,12,11,2016,6,RR 1,Off Prime PM,17:33,18:46,1:13:00,3,6.5,14.8,2.3,11.9,2.8,6.4,1.3,6.4,5.4,12.3,1.9,9.9,3.7,8.4,2.5,12.9,24.0,54.4,10.4,52.9,44.1,100,19.7,100,1,2,,Magallanes,Sur,2016-11-12
178,2016.0,En Vacaciones5,En Vacaciones,5.0,Cartagena – Colombia,12-11-2016,12,11,2016,6,RR 1,Prime,22:32,23:57,1:25:00,3,10.9,18.5,4.9,19.0,5.2,8.8,2.3,8.6,13.3,22.5,3.6,13.9,8.3,14.1,3.2,12.2,23.9,40.3,10.0,38.3,59.2,100,26.0,100,2,1,,Internacional,Otro,2016-11-12
179,2016.0,48,4,8.0,Cochrane – Río Baker,19-11-2016,19,11,2016,6,RR 1,Off Prime PM,17:30,18:43,1:13:00,3,5.4,13.2,1.3,7.4,2.1,5.0,0.5,2.8,3.8,9.3,1.6,8.8,4.4,10.6,1.9,10.7,24.5,59.4,12.2,67.0,41.3,100,18.2,100,1,3,,Aysén,Sur,2016-11-19
180,2016.0,En Vacaciones3,En Vacaciones,3.0,Tarapoto - Perú,19-11-2016,19,11,2016,6,RR 1,Prime,22:31,23:47,1:16:00,3,9.8,16.8,5.0,18.0,5.4,9.3,1.9,6.8,13.2,22.7,4.2,15.1,6.8,11.7,2.8,10.1,25.7,44.2,11.6,42.0,58.2,100,27.6,100,2,1,,Internacional,Otro,2016-11-19
181,2016.0,416,4,16.0,Codpa,26-11-2016,26,11,2016,6,RR 1,Off Prime PM,17:32,18:38,1:06:00,3,6.1,13.7,2.6,14.0,2.4,5.2,0.8,4.1,4.4,9.8,1.3,7.3,4.6,10.2,1.5,8.1,26.1,58.3,11.1,60.6,44.8,100,18.3,100,1,1,,Arica y Parinacota,Norte,2016-11-26
182,2016.0,En Vacaciones6,En Vacaciones,6.0,Panamá,26-11-2016,26,11,2016,6,RR 1,Prime,22:32,23:48,1:16:00,3,7.9,13.8,4.3,15.0,3.8,6.6,1.8,6.3,13.4,23.4,3.7,13.1,11.2,19.6,4.3,15.0,24.9,43.6,12.2,42.9,57.2,100,28.5,100,3,1,,Internacional,Otro,2016-11-26
183,2016.0,En Vacaciones7,En Vacaciones,7.0,Quito - Ecuador,4-12-2016,4,12,2016,7,RR 1,Off Prime PM,17:28,18:48,1:20:00,3,6.5,13.4,2.0,8.3,5.2,10.8,1.7,7.2,5.3,11.0,2.4,9.7,3.0,6.2,1.6,6.7,29.0,60.3,14.9,61.6,48.1,100,24.2,100,1,2,,Internacional,Otro,2016-12-04
184,2016.0,41,4,1.0,Isla Mocha,10-12-2016,10,12,2016,6,RR 1,Off Prime PM,17:36,18:49,1:13:00,3,5.5,13.3,2.7,16.5,5.1,12.4,1.7,10.2,3.1,7.4,1.1,6.5,5.2,12.5,2.2,13.5,22.2,53.8,8.4,50.3,41.3,100,16.6,100,1,1,,Bío Bío,Sur,2016-12-10
185,2016.0,En Vacaciones8,En Vacaciones,8.0,Costa Selva - Ecuador,10-12-2016,10,12,2016,6,RR 1,Prime,22:33,23:54,1:21:00,3,10.8,18.5,4.7,19.3,4.4,7.5,0.9,3.6,13.6,23.2,3.1,12.8,7.0,12.0,3.1,12.6,22.9,39.1,10.4,42.9,58.5,100,24.3,100,2,1,,Internacional,Otro,2016-12-10
186,2016.0,En Vacaciones9,En Vacaciones,9.0,Brasil,17-12-2016,17,12,2016,6,RR 1,Off Prime PM,17:29,18:48,1:19:00,3,4.1,10.5,1.9,12.9,2.8,7.2,0.4,2.6,4.2,10.7,0.9,6.3,3.5,9.1,1.4,9.4,23.0,58.6,9.5,65.0,39.2,100,14.6,100,2,1,,Internacional,Otro,2016-12-17
187,2016.0,411,4,11.0,Estuario Reloncaví (Cochamó),17-12-2016,17,12,2016,6,RR 1,Prime,22:31,23:44,1:13:00,3,8.9,16.0,5.2,19.0,6.7,12.0,2.1,7.8,14.1,25.3,4.3,15.7,5.6,10.0,2.8,10.1,23.4,41.9,11.1,40.5,55.8,100,27.3,100,2,1,,Los Lagos,Sur,2016-12-17
188,2015.0,322,3,22.0,Antofagasta,17-12-2016,17,12,2016,6,RR 2,Prime 2da,23:44,1:03,1:19:00,4,8.8,16.8,4.3,15.9,5.4,10.2,2.7,9.9,10.4,19.7,4.1,15.1,7.1,13.4,3.8,14.3,22.6,42.9,10.5,39.1,52.7,100,26.9,100,2,1,,Antofagasta,Norte,2016-12-17
189,2016.0,En Vacaciones10,En Vacaciones,10.0,Bs Aires – Argentina,24-12-2016,24,12,2016,6,RR 1,Off Prime PM,16:52,18:05,1:13:00,1,5.4,12.7,2.1,11.7,2.4,5.6,1.1,6.0,6.0,13.9,2.0,11.4,3.8,8.9,0.9,4.9,24.7,57.3,10.9,61.1,43.1,100,17.8,100,2,1,,Internacional,Otro,2016-12-24
190,2016.0,En Vacaciones11,En Vacaciones,11.0,Isla de Pascua,31-12-2016,31,12,2016,6,RR 1,Off Prime PM,17:07,18:09,1:02:00,1,6.9,17.5,3.3,18.6,3.3,8.4,1.3,7.4,5.2,13.2,1.2,6.7,4.8,12.2,1.6,9.1,19.6,49.6,9.1,51.0,39.4,100,17.8,100,1,1,,Valparaíso,Centro,2016-12-31
191,2016.0,42,4,2.0,Ruta Pehuenche del Maule,7-1-2017,7,1,2017,6,RR 1,Off Prime PM,19:45,20:58,1:13:00,1,7.1,17.6,2.7,15.9,3.5,8.6,0.6,3.5,3.9,9.5,1.5,8.7,4.7,11.5,1.3,7.8,22.8,56.2,9.5,56.7,40.6,100,16.8,100,1,1,,Maule,Centro,2017-01-07
192,2016.0,46,4,6.0,Cobquecura,14-1-2017,14,1,2017,6,RR 1,Off Prime PM,19:49,21:00,1:11:00,1,9.1,21.1,3.5,18.5,4.2,9.7,2.3,12.3,4.5,10.4,1.0,5.5,4.0,9.4,0.7,3.9,22.0,50.9,10.2,53.9,43.2,100,19.0,100,1,1,,Ñuble,Centro,2017-01-14
193,2016.0,414,4,14.0,Alto el Loa,21-1-2017,21,1,2017,6,RR 1,Off Prime PM,19:19,20:17,0:58:00,1,8.6,20.9,2.7,14.2,4.8,11.7,1.9,9.9,3.0,7.3,1.3,7.1,2.3,5.7,1.0,5.4,22.7,55.5,11.1,59.7,40.9,100,18.7,100,1,1,,Antofagasta,Norte,2017-01-21
194,2016.0,413,4,13.0,Mehuín,28-1-2017,28,1,2017,6,RR 1,Off Prime PM,18:44,19:49,1:05:00,1,7.6,16.5,2.9,15.5,2.9,6.4,1.5,8.0,4.4,9.5,1.1,5.9,8.6,18.7,2.6,14.3,22.1,47.9,9.1,49.3,46.1,100,18.4,100,2,1,,Los Ríos,Sur,2017-01-28
195,2016.0,419,4,19.0,Melipeuco,4-2-2017,4,2,2017,6,RR 1,Off Prime PM,19:48,21:00,1:12:00,1,7.0,16.2,2.4,14.2,1.7,4.0,0.6,3.3,5.0,11.7,1.4,8.3,5.4,12.6,1.7,10.1,23.3,54.2,9.3,54.4,43.0,100,17.0,100,1,1,,Araucanía,Norte,2017-02-04
196,2016.0,420,4,20.0,Chañaral de Aceituno,11-2-2017,11,2,2017,6,RR 1,Off Prime PM,19:54,21:00,1:06:00,1,6.2,15.9,2.5,15.1,2.9,7.5,0.7,4.4,3.8,9.6,1.2,7.4,3.7,9.3,1.2,7.5,22.1,56.4,9.9,60.1,39.1,100,16.5,100,1,1,,Atacama,Norte,2017-02-11
197,2016.0,En Vacaciones1,En Vacaciones,1.0,La Habana - Cuba,17-2-2017,17,2,2017,5,RR 2,Off Prime PM,19:04,20:00,0:56:00,1,5.3,11.1,1.3,8.3,5.6,11.8,1.1,7.0,10.3,21.6,2.7,17.1,6.8,14.4,2.3,14.8,20.0,42.1,7.4,46.6,47.5,100,15.9,100,4,3,Originalmente juntos,Internacional,Otro,2017-02-17
198,2016.0,En Vacaciones2,En Vacaciones,2.0,Trinidad -Cuba,17-2-2017,17,2,2017,5,RR 1,Off Prime PM,20:00,21:00,1:00:00,2,4.7,9.1,1.6,7.7,9.7,18.8,3.1,15.5,10.7,20.8,2.4,11.7,8.0,15.6,3.5,17.5,21.6,42.0,8.6,42.8,51.4,100,20.1,100,4,4,Originalmente juntos,Internacional,Otro,2017-02-17
199,2016.0,44,4,4.0,Ruta del Itata,18-2-2017,18,2,2017,6,RR 1,Off Prime PM,17:23,18:28,1:05:00,2,6.5,16.0,1.9,11.7,2.9,7.1,1.8,11.4,3.5,8.5,0.7,4.3,8.2,20.1,3.2,19.7,21.0,51.5,7.6,47.0,40.7,100,16.1,100,2,2,,Magallanes,Sur,2017-02-18
200,2016.0,424,4,24.0,Ancud,25-2-2017,25,2,2017,6,RR 1,Off Prime PM,16:56,18:05,1:09:00,2,9.0,21.2,4.0,20.2,2.8,6.6,1.1,5.5,3.3,7.7,1.0,5.2,8.2,19.2,3.5,17.9,21.5,50.7,9.4,47.8,42.5,100,19.7,100,1,1,,Los Ríos,Sur,2017-02-25
201,2016.0,421,4,21.0,Marchihue,4-3-2017,4,3,2017,6,RR 1,Off Prime PM,19:52,21:00,1:08:00,1,8.0,18.3,2.8,15.3,3.4,7.8,1.1,6.0,4.6,10.4,1.0,5.2,5.1,11.6,1.2,6.3,23.3,53.1,11.2,60.7,43.9,100,18.4,100,1,1,,O'Higgins,Centro,2017-03-04
202,2017.0,51,5,1.0,Juan Fernández,4-3-2017,4,3,2017,6,Estreno,Prime,22:29,23:43,1:14:00,2,12.9,22.3,7.2,28.7,5.5,9.6,1.8,7.0,9.2,15.9,1.6,6.3,9.2,15.8,2.8,11.1,23.4,40.4,9.8,39.0,58.0,100,25.1,100,1,1,,Valparaíso,Centro,2017-03-04
203,2016.0,422,4,22.0,Rupanco,11-3-2017,11,3,2017,6,RR 1,Off Prime PM,19:56,21:00,1:04:00,1,10.7,20.7,4.1,18.9,4.0,7.7,1.0,4.5,5.8,11.1,1.4,6.4,4.0,7.6,2.2,10.0,27.9,53.8,12.0,54.8,51.8,100,21.9,100,1,1,,Los Lagos,Sur,2017-03-11
204,2017.0,52,5,2.0,Codegua,11-3-2017,11,3,2017,6,Estreno,Prime,22:31,23:40,1:09:00,2,14.9,24.6,6.1,21.5,5.3,8.8,1.8,6.2,12.1,20.0,3.7,13.1,7.9,13.1,4.1,14.3,22.2,36.7,10.5,37.0,60.6,100,28.3,100,1,1,,O'Higgins,Centro,2017-03-11
205,2016.0,410,4,10.0,San Vicente,18-3-2017,18,3,2017,6,RR 1,Off Prime PM,19:56,20:59,1:03:00,1,11.0,23.6,3.9,20.0,1.8,3.9,0.6,3.1,5.8,12.5,1.1,5.6,4.0,8.5,1.0,5.1,25.5,55.0,12.3,63.9,46.4,100,19.3,100,1,1,,O'Higgins,Centro,2017-03-18
206,2017.0,53,5,3.0,Chaitén,18-3-2017,18,3,2017,6,Estreno,Prime,22:29,23:44,1:15:00,2,14.8,25.8,6.2,24.2,5.5,9.7,2.1,8.1,8.5,14.8,2.9,11.5,8.6,15.0,2.9,11.2,23.0,40.1,10.4,40.6,57.3,100,25.6,100,1,1,,Los Lagos,Sur,2017-03-18
207,2016.0,426,4,26.0,Salamanca,25-3-2017,25,3,2017,6,RR 1,Off Prime PM,19:53,21:00,1:07:00,1,12.3,25.5,5.8,29.4,2.9,5.9,0.8,4.1,6.2,12.8,1.3,6.8,4.5,9.3,0.9,4.4,23.1,47.8,9.4,47.5,48.3,100,19.9,100,1,1,,Coquimbo,Norte,2017-03-25
208,2017.0,54,5,4.0,"Camiña, Laguna Roja",25-3-2017,25,3,2017,6,Estreno,Prime,22:31,23:48,1:17:00,3,14.5,24.5,6.7,24.5,3.8,6.3,0.7,2.5,13.9,23.5,4.0,14.5,8.6,14.5,3.3,12.0,23.3,39.3,10.7,39.0,59.4,100,27.4,100,1,1,,Arica y Parinacota,Norte,2017-03-25
209,2016.0,43,4,3.0,Llanquihue (Pto. Varas),1-4-2017,1,4,2017,6,RR 1,Off Prime PM,19:53,21:00,1:07:00,1,12.4,24.6,4.3,19.3,2.8,5.5,0.9,4.0,4.7,9.4,1.0,4.5,5.6,11.1,1.8,8.1,26.2,51.9,12.9,57.6,50.5,100,22.4,100,1,1,,Los Lagos,Sur,2017-04-01
210,2017.0,55,5,5.0,Río Bueno,1-4-2017,1,4,2017,6,Estreno,Prime,22:31,23:39,1:08:00,2,14.0,23.9,7.3,25.6,3.9,6.6,1.1,4.0,13.3,22.6,4.4,15.5,7.9,13.4,3.3,11.7,23.8,40.5,9.9,35.0,58.8,100,28.4,100,1,1,,Los Lagos,Sur,2017-04-01
211,2016.0,45,4,5.0,Lago Budi 2016,8-4-2017,8,4,2017,6,RR 1,Off Prime PM,19:55,21:00,1:05:00,1,11.4,22.5,5.7,23.9,1.7,3.4,0.5,1.9,8.8,17.3,3.5,14.7,7.2,14.1,1.6,6.6,23.7,46.5,11.1,46.6,50.9,100,23.7,100,1,1,,Araucanía,Norte,2017-04-08
212,2017.0,56,5,6.0,Melinka,8-4-2017,8,4,2017,6,Estreno,Prime,22:31,23:49,1:18:00,3,15.9,25.7,7.8,27.6,3.7,6.0,1.4,4.9,16.5,26.7,5.3,18.8,9.9,16.1,3.6,12.7,22.5,36.4,8.6,30.4,61.7,100,28.3,100,2,1,,Aysén,Sur,2017-04-08
213,2015.0,326,3,26.0,La Tirana,13-4-2017,13,4,2017,4,RR 2,Off Prime PM,22:45,0:44,1:59:00,1,13.3,22.4,6.2,21.4,6.7,11.3,2.6,8.9,18.3,30.7,5.9,20.4,5.3,8.9,1.6,5.5,21.2,35.6,10.6,36.3,59.6,100,29.0,100,2,1,Ambos Prime. Falta Hora,Tarapacá,Norte,2017-04-13
214,2015.0,37,3,7.0,Fiesta Caguach,13-4-2017,13,4,2017,4,RR 3,Prime,22:45,0:44,1:59:00,1,13.3,22.4,6.2,21.4,6.7,11.3,2.6,8.9,18.3,30.7,5.9,20.4,5.3,8.9,1.6,5.5,21.2,35.6,10.6,36.3,59.6,100,29.0,100,2,1,Ambos Prime. Falta Hora,Los Lagos,Sur,2017-04-13
215,2017.0,57,5,7.0,Visviri,15-4-2017,15,4,2017,6,Estreno,Off Prime PM,20:01,20:59,0:58:00,0,9.4,20.2,3.7,18.5,3.4,7.2,0.8,3.9,7.4,16.0,3.0,15.0,5.5,11.7,1.2,6.2,23.4,50.2,9.6,48.4,46.6,100,19.9,100,1,1,,Arica y Parinacota,Norte,2017-04-15
216,2016.0,412,4,12.0,Laguna del Laja,15-4-2017,15,4,2017,6,RR 1,Prime,22:31,23:40,1:09:00,2,12.7,22.9,6.4,24.4,6.6,11.9,1.8,6.8,11.9,21.5,2.7,10.2,7.3,13.2,2.6,9.9,22.9,41.3,11.2,43.0,55.3,100,26.1,100,1,1,,Bío Bío,Sur,2017-04-15
217,2017.0,58,5,8.0,Futaleufú,22-4-2017,22,4,2017,6,Estreno,Off Prime PM,19:50,21:00,1:08:00,2,10.6,20.0,4.0,17.9,3.7,7.0,0.9,4.2,8.3,15.5,2.6,11.7,5.9,11.1,1.3,5.7,27.3,51.2,12.1,53.6,53.3,100,22.6,100,1,1,,Aysén,Sur,2017-04-22
218,2016.0,418,4,18.0,Antártica,22-4-2017,22,4,2017,6,RR 1,Prime,22:32,23:51,1:19:00,3,14.2,23.0,7.8,25.4,4.8,7.7,2.2,7.2,15.4,24.9,4.2,13.8,8.0,12.9,3.1,10.2,23.9,38.7,10.4,33.9,61.8,100,30.6,100,2,1,,Magallanes,Sur,2017-04-22
219,2017.0,59,5,9.0,Los Vilos,29-4-2017,29,4,2017,6,Estreno,Off Prime PM,19:58,21:00,1:02:00,1,11.0,22.2,2.5,12.3,2.5,5.1,0.4,1.8,6.0,12.1,1.9,9.1,6.6,13.4,1.4,6.7,24.9,50.2,13.0,63.6,49.6,100,20.5,100,1,1,,Coquimbo,Norte,2017-04-29
220,2016.0,417,4,17.0,Calbuco,29-4-2017,29,4,2017,6,RR 1,Prime,22:31,23:51,1:20:00,3,15.5,26.3,7.5,27.1,4.7,7.9,1.4,5.2,11.2,19.1,3.1,11.4,8.8,14.9,3.7,13.3,23.5,39.9,10.1,36.6,59.0,100,27.6,100,1,1,,Los Lagos,Sur,2017-04-29
