ID,Año_prod,T/C,Temporada,Capitulo,Destino,Fec_Estreno,Dia,Mes,Año,Dia_Sem,Estreno_RR,Franja,H_ini,H_fin,Dur,Tandas,RH_C13,SH_C13,RC_C13,SC_C13,RH_TVN,SH_TVN,RC_TVN,SC_TVN,RH_MEGA,SH_MEGA,RC_MEGA,SC_MEGA,RH_CHV,SH_CHV,RC_CHV,SC_CHV,RH_TVPAGO,SH_TVPAGO,RC_TVPAGO,SC_TVPAGO,RH_ENC,SH_ENC,RC_ENC,SC_ENC,PosH_C13,PosC_C13,Comentario,Region,Zona,Fecha
69,2015.0,327,3,27.0,Milán 1,17-10-2015,17,10,2015,6,RR 1,Off Prime PM,17:35,18:31,0:56:00,2,5.2,12.4,2.0,11.8,4.1,9.9,1.2,7.3,6.8,16.3,1.9,11.5,3.5,8.3,1.1,6.8,22.5,54.0,9.7,57.8,41.7,100,16.8,100,2,1,No considerar para RR,Internacional,Otro,2015-10-17
70,2015.0,328,3,28.0,Caldera a Huasco (Vallenar),17-10-2015,17,10,2015,6,Estreno,Prime,22:57,0:01,1:04:00,2,9.7,16.3,4.4,15.6,4.6,7.8,1.6,5.6,16.5,27.7,4.1,14.6,9.6,16.1,4.2,15.0,22.1,37.2,11.3,40.5,59.3,100,28.0,100,2,1,,Atacama,Norte,2015-10-17
71,2015.0,329,3,29.0,Milán 2,24-10-2015,24,10,2015,6,RR 1,Off Prime PM,16:39,17:44,1:05:00,4,6.5,15.0,2.4,13.7,5.1,11.8,1.2,6.8,4.2,9.7,1.5,8.7,4.6,10.5,1.8,10.5,23.1,53.4,10.4,59.1,43.3,100,17.5,100,1,1,No considerar para RR,Internacional,Otro,2015-10-24
72,2015.0,330,3,30.0,Icalma,24-10-2015,24,10,2015,6,Estreno,Prime,21:58,22:58,1:00:00,3,8.6,14.5,3.5,13.5,7.5,12.7,2.8,10.8,11.7,19.8,2.9,11.1,9.7,16.5,4.1,15.9,24.1,40.8,11.1,43.3,59.1,100,25.7,100,3,2,,Araucanía,Norte,2015-10-24
73,2015.0,331,3,31.0,Iquique,31-10-2015,31,10,2015,6,Estreno,Prime,22:26,23:42,1:16:00,3,8.3,15.3,3.8,15.7,5.2,9.5,1.9,8.1,13.0,23.8,3.5,14.5,9.2,16.8,3.0,12.4,22.2,40.8,10.3,42.6,54.5,100,24.1,100,3,1,,Tarapacá,Norte,2015-10-31
74,2015.0,31,3,1.0,Coyhaique 1 (Malebo),7-11-2015,7,11,2015,6,RR 1,Prime,22:27,23:37,1:10:00,3,8.8,14.3,3.6,13.9,6.0,9.7,2.1,8.3,16.3,26.4,4.2,16.2,9.8,15.9,3.0,11.6,23.5,38.1,11.1,43.3,61.7,100,25.7,100,3,2,,Aysén,Sur,2015-11-07
75,2015.0,33,3,3.0,Romeral,14-11-2015,14,11,2015,6,RR 1,Prime,22:32,23:47,1:15:00,3,8.7,14.6,3.3,11.9,4.8,8.0,2.9,10.3,16.1,27.0,6.0,21.8,9.1,15.3,3.8,13.6,25.3,42.3,10.8,39.1,59.8,100,27.7,100,3,3,,Maule,Centro,2015-11-14
76,2015.0,32,3,2.0,Pichilemu,21-11-2015,21,11,2015,6,RR 1,Prime,22:30,23:54,1:24:00,3,8.9,14.5,4.7,17.2,5.0,8.1,1.6,5.7,15.6,25.3,4.9,17.8,9.2,14.9,3.3,12.0,26.9,43.7,11.1,40.8,61.4,100,27.3,100,3,2,,O'Higgins,Centro,2015-11-21
77,2015.0,38,3,8.0,Lo Valledor,29-11-2015,29,11,2015,7,RR 1,Off Prime PM,19:49,21:01,1:12:00,2,8.2,17.5,3.3,15.6,5.0,10.6,1.2,5.4,7.2,15.4,2.5,11.6,3.3,7.1,1.1,5.2,24.5,52.5,12.2,57.0,46.7,100,21.4,100,1,1,,Metropolitana,Centro,2015-11-29
78,2015.0,34,3,4.0,Puerto Natales,5-12-2015,5,12,2015,6,RR 1,Prime,22:28,23:36,1:08:00,3,8.6,15.4,2.6,10.7,4.8,8.5,1.4,5.6,11.8,21.1,3.9,16.0,6.8,12.1,2.6,10.6,25.2,45.1,11.6,47.4,55.8,100,24.4,100,2,2,,Magallanes,Sur,2015-12-05
79,2015.0,35,3,5.0,Torres del Paine 2015,12-12-2015,12,12,2015,6,RR 1,Prime,22:26,23:30,1:04:00,3,8.3,13.7,3.1,12.2,5.1,8.5,1.6,6.3,14.1,23.5,4.0,15.6,11.9,19.8,4.1,15.9,22.9,38.2,10.7,41.8,60.1,100,25.5,100,3,3,,Magallanes,Sur,2015-12-12
80,2015.0,36,3,6.0,La Ligua – Pichicuy (quinta),19-12-2015,19,12,2015,6,RR 1,Prime,22:24,23:41,1:17:00,3,8.8,16.1,3.1,12.1,3.8,6.9,1.5,5.7,12.1,22.1,3.6,13.9,8.8,16.1,3.4,13.2,23.2,42.3,12.0,46.9,54.8,100,25.7,100,2,3,,Valparaíso,Centro,2015-12-19
81,2015.0,39,3,9.0,Valle del Elqui 2015,26-12-2015,26,12,2015,6,RR 1,Prime,22:27,23:32,1:05:00,3,8.4,15.1,2.9,13.3,6.0,10.7,1.1,5.0,13.4,24.0,4.0,18.2,7.7,13.7,3.0,13.5,22.5,40.2,9.1,41.2,56.0,100,22.0,100,2,3,,Coquimbo,Norte,2015-12-26
82,2015.0,37,3,7.0,Fiesta Caguach,2-1-2016,2,1,2016,6,RR 1,Prime,22:26,23:35,1:09:00,3,8.9,15.8,3.1,13.4,7.1,12.7,1.9,8.3,14.5,25.7,4.0,17.4,5.9,10.4,2.1,9.3,22.8,40.4,10.8,46.5,56.5,100,23.1,100,2,2,,Los Lagos,Sur,2016-01-02
83,2015.0,327,3,27.0,Milán 1,9-1-2016,9,1,2016,6,RR 2,Off Prime PM,17:41,18:35,0:54:00,2,5.6,12.8,1.8,10.3,3.7,8.5,1.1,6.0,5.5,12.5,1.5,8.2,3.5,7.9,1.3,7.1,24.9,56.6,11.3,63.4,43.9,100,17.7,100,1,1,No considerar para RR,Internacional,Otro,2016-01-09
84,2015.0,329,3,29.0,Milán 2,9-1-2016,9,1,2016,6,RR 2,Off Prime PM,18:35,19:39,1:04:00,2,7.5,17.2,2.6,13.8,2.9,6.5,0.7,3.6,4.1,9.4,1.3,6.8,3.6,8.2,1.3,6.7,25.0,57.3,12.4,64.8,43.7,100,19.1,100,1,1,No considerar para RR,Internacional,Otro,2016-01-09
85,2016.0,En Vacaciones1,En Vacaciones,1.0,La Habana - Cuba,9-1-2016,9,1,2016,6,Estreno,Prime,22:22,23:31,1:09:00,2,9.4,17.0,4.1,17.0,5.8,10.5,1.8,7.5,13.7,24.8,4.6,18.8,6.6,11.9,1.5,6.1,23.0,41.5,11.0,45.1,55.4,100,24.3,100,2,2,,Internacional,Otro,2016-01-09
88,2015.0,310,3,10.0,Cachapoal (Zúñiga),16-1-2016,16,1,2016,6,RR 1,Off Prime PM,18:31,19:41,1:10:00,2,6.6,16.2,2.8,13.8,2.4,5.7,1.0,4.9,5.1,12.4,1.9,9.0,2.8,6.9,1.0,5.0,25.0,60.8,13.1,63.4,41.0,100,20.7,100,1,1,,O'Higgins,Centro,2016-01-16
89,2016.0,En Vacaciones2,En Vacaciones,2.0,Trinidad -Cuba,16-1-2016,16,1,2016,6,Estreno,Prime,22:32,23:40,1:08:00,2,9.4,17.7,3.3,14.0,4.5,8.4,2.2,9.3,14.2,26.7,4.4,18.3,3.5,6.7,1.0,4.2,23.5,44.4,11.0,46.1,53.0,100,23.8,100,2,2,,Internacional,Otro,2016-01-16
90,2015.0,311,3,11.0,Puerto Cisnes,23-1-2016,23,1,2016,6,RR 1,Off Prime PM,18:32,19:38,1:06:00,2,10.0,22.0,3.3,16.6,2.7,6.0,1.0,5.1,5.2,11.5,1.6,8.1,3.2,7.1,0.7,3.5,26.5,58.6,12.4,62.6,45.2,100,19.8,100,1,1,,Aysén,Sur,2016-01-23
91,2016.0,En Vacaciones3,En Vacaciones,3.0,Tarapoto - Perú,23-1-2016,23,1,2016,6,Estreno,Prime,22:32,23:41,1:09:00,2,12.3,22.8,5.0,19.3,4.3,8.0,1.0,4.0,13.2,24.4,5.0,19.2,3.7,6.9,0.9,3.3,23.3,43.2,12.0,46.7,53.9,100,25.8,100,2,1,,Internacional,Otro,2016-01-23
92,2015.0,312,3,12.0,Chiloé islas pequeñas,30-1-2016,30,1,2016,6,RR 1,Off Prime PM,18:22,19:34,1:12:00,2,6.6,16.2,1.7,10.7,1.9,4.7,0.7,4.6,3.6,8.9,1.4,8.4,3.3,8.2,0.9,5.8,25.0,61.3,10.6,65.3,40.9,100,16.2,100,1,1,,Los Ríos,Sur,2016-01-30
93,2016.0,En Vacaciones4,En Vacaciones,4.0,Bogotá - Colombia,30-1-2016,30,1,2016,6,Estreno,Prime,22:31,23:34,1:03:00,2,7.8,14.5,3.1,12.6,8.7,16.3,2.0,8.2,12.8,23.8,3.6,14.8,3.6,6.8,1.5,6.3,22.9,42.6,12.2,50.0,53.6,100,24.5,100,3,2,,Internacional,Otro,2016-01-30
94,2015.0,313,3,13.0,"Coyhaique 2 (Cochrane, cóndor y huemul)",6-2-2016,6,2,2016,6,RR 1,Off Prime PM,18:31,19:36,1:05:00,0,6.7,16.5,1.5,8.7,2.4,5.8,0.6,3.5,4.6,11.4,1.2,6.6,2.4,5.8,0.8,4.4,24.7,60.7,12.2,69.3,40.6,100,17.6,100,1,1,,Aysén,Sur,2016-02-06
95,2016.0,En Vacaciones5,En Vacaciones,5.0,Cartagena – Colombia,6-2-2016,6,2,2016,6,Estreno,Prime,22:30,23:39,1:09:00,2,8.7,16.9,4.7,20.5,3.5,6.8,1.5,6.4,11.9,23.0,2.7,11.8,7.2,13.9,2.3,10.2,22.8,44.2,10.5,46.1,51.6,100,22.7,100,2,1,,Internacional,Otro,2016-02-06
96,2015.0,314,3,14.0,Costa Osorno,13-2-2016,13,2,2016,6,RR 1,Off Prime PM,18:33,19:36,1:03:00,0,7.1,16.3,2.6,14.9,3.0,7.0,0.5,2.9,3.9,9.0,1.0,5.9,3.0,6.8,0.8,4.7,27.1,62.1,10.8,62.8,43.7,100,17.2,100,1,1,,Los Lagos,Sur,2016-02-13
97,2016.0,En Vacaciones6,En Vacaciones,6.0,Panamá,13-2-2016,13,2,2016,6,Estreno,Prime,22:31,23:37,1:06:00,2,7.5,13.4,2.9,11.1,8.3,14.8,3.4,12.7,12.3,22.0,4.4,16.5,6.0,10.8,2.0,7.4,24.2,43.4,11.2,42.1,55.7,100,26.5,100,3,3,,Internacional,Otro,2016-02-13
98,2015.0,315,3,15.0,Ramal Talca - Constitución,20-2-2016,20,2,2016,6,RR 1,Off Prime PM,18:30,19:06,0:36:00,0,4.9,11.8,1.0,6.5,2.9,7.2,1.2,7.5,4.9,12.0,0.7,4.5,6.0,14.7,3.0,19.6,22.2,54.0,9.1,58.9,41.1,100,15.5,100,2,3,,Maule,Centro,2016-02-20
99,2016.0,En Vacaciones7,En Vacaciones,7.0,Quito - Ecuador,20-2-2016,20,2,2016,6,Estreno,Prime,22:31,0:00,1:29:00,5,7.0,13.1,2.5,11.4,3.9,7.3,1.6,7.6,10.9,20.4,2.3,10.6,12.5,23.3,4.3,19.9,21.1,39.5,9.2,42.6,53.5,100,21.6,100,3,2,,Internacional,Otro,2016-02-20
100,2015.0,316,3,16.0,Quintero,27-2-2016,27,2,2016,6,RR 1,Off Prime PM,18:31,19:06,0:35:00,0,5.1,11.1,2.0,10.1,3.5,7.6,0.6,3.1,5.8,12.5,1.6,8.0,6.6,14.4,2.1,10.5,28.0,60.7,12.9,65.2,46.2,100,19.7,100,3,2,,Valparaíso,Centro,2016-02-27
101,2016.0,En Vacaciones1,En Vacaciones,1.0,La Habana - Cuba,27-2-2016,27,2,2016,6,RR 1,Prime,22:29,23:55,1:26:00,7,5.5,8.7,2.0,7.1,2.5,4.0,1.2,4.0,7.8,12.5,2.6,9.0,28.9,46.4,10.3,35.7,23.6,37.8,10.5,36.3,62.4,100,28.9,100,3,3,,Internacional,Otro,2016-02-27
102,2015.0,317,3,17.0,Costa Maule (Iloca),5-3-2016,5,3,2016,6,RR 1,Off Prime PM,18:31,19:36,1:05:00,1,5.3,12.4,1.6,9.0,3.1,7.2,0.8,4.4,4.1,9.6,0.9,5.0,2.7,6.4,1.1,6.1,27.4,64.1,12.8,71.1,42.6,100,18.0,100,1,1,,Maule,Centro,2016-03-05
103,2016.0,En Vacaciones8,En Vacaciones,8.0,Costa Selva - Ecuador,5-3-2016,5,3,2016,6,Estreno,Prime,22:31,23:38,1:07:00,2,8.7,15.5,2.7,11.1,4.9,8.7,2.6,10.6,9.7,17.4,2.5,10.1,10.1,18.1,3.6,14.6,24.4,43.7,11.7,48.0,55.7,100,24.4,100,3,2,,Internacional,Otro,2016-03-05
104,2015.0,318,3,18.0,Panguipulli,12-3-2016,12,3,2016,6,RR 1,Off Prime PM,18:32,19:36,1:04:00,2,5.4,12.6,1.5,8.7,3.1,7.4,0.7,4.0,5.3,12.3,1.7,9.6,2.2,5.0,0.2,1.3,27.8,64.9,11.9,68.1,42.8,100,17.5,100,1,2,,Los Ríos,Sur,2016-03-12
105,2016.0,En Vacaciones9,En Vacaciones,9.0,Brasil,12-3-2016,12,3,2016,6,Estreno,Prime,22:32,23:44,1:12:00,2,7.8,12.8,3.4,12.3,6.8,11.2,2.9,10.4,15.7,25.7,5.1,18.6,8.3,13.6,1.9,6.7,25.2,41.3,12.6,45.6,60.9,100,27.6,100,3,2,,Internacional,Otro,2016-03-12
106,2015.0,319,3,19.0,Huilo Huilo,19-3-2016,19,3,2016,6,RR 1,Off Prime PM,18:38,19:34,0:56:00,0,5.9,14.3,2.4,14.2,2.2,5.4,0.8,4.9,5.8,14.1,1.2,7.2,2.5,6.1,0.5,3.0,26.2,63.3,10.7,62.2,41.4,100,17.2,100,1,1,,Los Ríos,Sur,2016-03-19
107,2016.0,En Vacaciones10,En Vacaciones,10.0,Bs Aires – Argentina,19-3-2016,19,3,2016,6,Estreno,Prime,22:35,23:54,1:19:00,2,8.0,13.7,4.0,15.0,6.1,10.4,2.1,8.0,13.4,22.8,3.9,14.7,8.6,14.7,2.5,9.6,24.2,41.2,11.5,43.3,58.7,100,26.4,100,3,1,,Internacional,Otro,2016-03-19
108,2015.0,320,3,20.0,Recoleta,26-3-2016,26,3,2016,6,RR 1,Off Prime PM,18:39,19:36,0:57:00,1,5.1,12.0,1.2,7.4,3.5,8.3,1.1,6.4,6.8,16.0,2.3,13.5,4.8,11.3,0.8,4.9,22.5,52.8,9.8,58.5,42.5,100,16.7,100,2,2,,Metropolitana,Centro,2016-03-26
109,2016.0,En Vacaciones11,En Vacaciones,11.0,Isla de Pascua,26-3-2016,26,3,2016,6,Estreno,Prime,22:36,23:49,1:13:00,2,7.5,13.0,4.7,18.1,4.5,7.8,1.7,6.6,13.2,22.8,4.1,16.0,9.9,17.2,2.9,11.2,25.3,43.7,10.4,40.4,57.9,100,25.8,100,3,1,,Valparaíso,Centro,2016-03-26
110,2015.0,321,3,21.0,Los Andes,2-4-2016,2,4,2016,6,RR 1,Off Prime PM,17:31,18:34,1:03:00,2,7.1,15.7,2.1,10.0,1.9,4.2,0.7,3.6,4.7,10.4,1.5,7.4,4.2,9.2,1.2,5.7,26.9,59.4,13.7,66.5,45.2,100,20.6,100,1,1,,Valparaíso,Centro,2016-04-02
112,2015.0,322,3,22.0,Antofagasta,9-4-2016,9,4,2016,6,RR 1,Off Prime PM,17:35,18:40,1:05:00,2,5.7,13.3,2.3,11.2,3.6,8.4,1.2,5.8,5.6,13.0,2.2,10.9,3.0,7.1,0.5,2.3,25.8,60.1,13.3,65.2,42.9,100,20.3,100,1,1,,Antofagasta,Norte,2016-04-09
113,2016.0,41,4,1.0,Isla Mocha,9-4-2016,9,4,2016,6,Estreno,Prime,22:30,23:45,1:15:00,2,11.9,20.3,6.7,23.2,2.6,4.5,1.3,4.5,14.2,24.3,4.8,16.5,8.1,13.9,2.9,10.0,26.0,44.3,11.4,39.3,58.6,100,28.9,100,2,1,,Bío Bío,Sur,2016-04-09
114,2016.0,42,4,2.0,Ruta Pehuenche del Maule,16-4-2016,16,4,2016,6,Estreno,Prime,22:36,23:48,1:12:00,2,12.2,19.5,5.7,17.5,3.5,5.7,1.9,5.9,15.4,24.6,5.9,17.9,10.3,16.4,4.0,12.1,25.3,40.4,11.9,36.2,62.6,100,32.8,100,2,2,,Maule,Centro,2016-04-16
115,2016.0,43,4,3.0,Llanquihue (Pto. Varas),23-4-2016,23,4,2016,6,Estreno,Prime,22:35,23:44,1:09:00,2,10.8,17.7,4.2,15.1,3.8,6.2,1.3,4.7,15.1,24.7,4.7,16.9,9.6,15.7,3.9,14.2,25.0,40.9,11.5,41.7,61.0,100,27.6,100,2,2,,Los Lagos,Sur,2016-04-23
116,2014.0,21,2,1.0,Chiloé 1,30-4-2016,30,4,2016,6,RR 2,Off Prime PM,17:43,18:58,1:15:00,4,5.7,13.2,1.7,8.9,1.4,3.3,0.4,2.0,5.1,11.8,1.4,7.5,3.2,7.3,1.2,6.0,26.5,61.3,13.9,72.3,43.3,100,19.2,100,1,1,,Los Lagos,Sur,2016-04-30
117,2016.0,44,4,4.0,Ruta del Itata,30-4-2016,30,4,2016,6,Estreno,Prime,22:33,23:39,1:06:00,2,9.9,16.4,4.0,14.1,3.4,5.7,1.9,6.6,14.1,23.4,4.6,16.4,10.6,17.6,3.8,13.4,24.2,40.2,12.1,43.0,60.3,100,28.1,100,3,2,,Magallanes,Sur,2016-04-30
118,2014.0,22,2,2.0,Chiloé 2,7-5-2016,7,5,2016,6,RR 2,Off Prime PM,17:46,18:50,1:04:00,3,7.0,16.5,1.9,9.9,2.5,5.9,1.5,7.5,6.2,14.5,2.6,13.7,4.1,9.6,1.6,8.5,22.7,53.4,10.5,54.6,42.6,100,19.3,100,1,2,,Los Lagos,Sur,2016-05-07
119,2016.0,45,4,5.0,Lago Budi 2016,7-5-2016,7,5,2016,6,Estreno,Prime,22:32,23:40,1:08:00,2,10.4,17.9,4.2,15.7,5.0,8.6,1.5,5.7,13.5,23.3,4.2,15.7,9.5,16.4,3.6,13.4,23.1,39.8,11.1,41.5,58.0,100,26.8,100,2,1,,Araucanía,Norte,2016-05-07
120,2014.0,26,2,6.0,Sagrada Familia,14-5-2016,14,5,2016,6,RR 2,Off Prime PM,17:40,18:59,1:19:00,3,10.5,21.4,4.8,22.7,3.7,7.6,0.7,3.2,5.4,11.0,1.5,7.3,3.4,7.0,1.1,5.1,25.5,52.0,12.0,57.0,49.1,100,21.0,100,1,1,,Maule,Centro,2016-05-14
121,2016.0,46,4,6.0,Cobquecura,14-5-2016,14,5,2016,6,Estreno,Prime,22:32,23:45,1:13:00,2,11.7,18.2,4.8,15.2,5.2,8.1,3.0,9.5,14.7,22.8,4.8,15.2,9.5,14.8,3.6,11.4,27.0,41.9,13.3,42.4,64.4,100,31.4,100,2,1,,Ñuble,Centro,2016-05-14
122,2014.0,27,2,7.0,Concepción,21-5-2016,21,5,2016,6,RR 2,Off Prime PM,17:11,18:48,1:37:00,4,8.5,17.7,2.9,13.1,3.4,7.0,1.2,5.2,6.0,12.6,2.6,12.0,4.1,8.5,1.0,4.4,25.4,53.0,12.7,57.5,47.9,100,22.1,100,1,1,,Bío Bío,Sur,2016-05-21
123,2016.0,47,4,7.0,Cochrane – Patagonia 1 Lago Gral. Carrera,21-5-2016,21,5,2016,6,Estreno,Prime,22:31,23:44,1:13:00,2,9.3,15.8,4.4,14.8,5.8,9.9,2.6,8.8,12.7,21.6,4.5,15.0,11.2,19.0,4.2,13.9,24.4,41.4,12.1,40.4,58.9,100,29.9,100,3,2,,Aysén,Sur,2016-05-21
124,2014.0,211,2,11.0,Cajón del Maipo,28-5-2016,28,5,2016,6,RR 2,Off Prime PM,17:39,18:42,1:03:00,3,6.9,14.0,1.9,8.5,2.4,4.9,0.8,3.6,6.2,12.5,1.7,7.6,3.9,7.8,0.9,3.9,29.6,60.0,16.0,70.3,49.4,100,22.7,100,1,1,,Metropolitana,Centro,2016-05-28
125,2016.0,48,4,8.0,Cochrane – Río Baker,28-5-2016,28,5,2016,6,Estreno,Prime,22:31,23:40,1:09:00,2,11.0,18.6,6.6,21.1,6.2,10.5,2.8,9.0,14.6,24.8,5.5,17.7,8.4,14.3,3.2,10.1,24.3,41.1,11.9,38.1,58.9,100,31.2,100,2,1,,Aysén,Sur,2016-05-28
126,2016.0,49,4,9.0,Especial EE.UU. Copa,3-6-2016,3,6,2016,5,Estreno,Off Prime PM,18:30,20:30,2:00:00,4,9.9,16.8,4.6,20.0,4.0,6.8,1.1,4.6,10.2,17.5,3.2,14.0,9.1,15.4,2.7,11.9,25.3,43.2,9.6,41.7,58.6,100,23.0,100,2,1,,Internacional,Otro,2016-06-03
127,2014.0,28,2,8.0,Coquimbo -La Serena,7-6-2016,7,6,2016,2,RR 2,Off Prime PM,18:30,19:45,1:15:00,2,8.6,15.9,4.0,20.0,4.2,7.7,1.8,8.8,9.5,17.6,2.9,14.6,9.8,18.2,2.6,13.2,22.6,41.7,7.7,38.4,54.2,100,20.0,100,3,1,,Coquimbo,Norte,2016-06-07
128,2014.0,29,2,9.0,Picadas de la Ruta 5 sur,8-6-2016,8,6,2016,3,RR 2,Off Prime PM,18:30,19:15,0:45:00,2,6.5,12.2,2.3,12.8,5.1,9.6,2.3,13.2,9.0,16.9,2.5,14.1,8.4,15.8,2.6,14.5,24.2,45.6,7.3,41.5,53.0,100,17.7,100,3,3,,O'Higgins,Centro,2016-06-08
129,2014.0,212,2,12.0,Punta Arenas,11-6-2016,11,6,2016,6,RR 2,Off Prime PM,16:02,17:29,1:27:00,4,8.1,18.5,3.5,18.8,2.3,5.3,1.0,5.2,5.9,13.6,2.1,11.1,5.6,12.8,1.2,6.4,21.7,49.6,9.1,48.7,43.8,100,18.6,100,1,1,,Magallanes,Sur,2016-06-11
130,2014.0,213,2,13.0,Chillán,18-6-2016,18,6,2016,6,RR 2,Off Prime PM,16:51,18:00,1:09:00,3,9.9,23.6,3.9,19.4,4.3,10.3,1.7,8.2,3.9,9.2,1.1,5.5,3.6,8.6,1.1,5.5,21.0,49.9,11.4,56.1,42.2,100,20.3,100,1,1,,Ñuble,Centro,2016-06-18
131,2014.0,210,2,10.0,Arica,19-6-2016,19,6,2016,7,RR 2,Off Prime PM,18:57,19:52,0:55:00,2,9.8,18.1,3.4,13.3,5.6,10.3,1.4,5.6,7.5,13.9,2.9,11.2,4.2,7.8,1.4,5.5,27.5,50.9,15.0,58.3,54.1,100,25.7,100,1,1,,Arica y Parinacota,Norte,2016-06-19
132,2016.0,410,4,10.0,San Vicente,24-6-2016,24,6,2016,5,Estreno,Off Prime PM,18:46,19:57,1:11:00,3,7.3,14.3,2.1,10.3,3.9,7.6,1.6,8.0,7.9,15.4,2.8,13.9,8.7,17.0,2.5,12.4,22.8,44.5,9.2,45.2,51.2,100,20.3,100,3,3,,O'Higgins,Centro,2016-06-24
133,2015.0,328,3,28.0,Caldera a Huasco (Vallenar),24-6-2016,24,6,2016,5,RR 1,Off Prime PM,19:57,21:00,1:03:00,2,8.1,14.0,2.0,8.1,3.8,6.6,2.3,9.5,16.4,28.5,6.8,27.6,9.1,15.7,2.9,11.8,21.9,38.1,9.3,37.7,57.6,100,24.6,100,3,4,,Atacama,Norte,2016-06-24
134,2015.0,324,3,24.0,Putre - Chungará,25-6-2016,25,6,2016,6,RR 1,Off Prime PM,16:56,18:02,1:06:00,3,7.3,16.1,3.5,17.9,3.1,6.8,0.9,4.6,6.3,13.9,2.6,13.4,4.7,10.3,1.3,6.8,22.5,49.4,9.6,49.3,45.5,100,19.5,100,1,1,,Arica y Parinacota,Norte,2016-06-25
135,2016.0,49,4,9.0,Especial EE.UU. Copa,25-6-2016,25,6,2016,6,RR 1,Prime,23:12,1:32,2:20:00,6,8.0,15.1,4.3,16.5,3.1,5.9,1.3,5.0,13.3,25.1,4.9,18.9,10.2,19.4,3.7,14.4,21.9,41.5,10.2,39.2,52.8,100,26.0,100,3,2,,Internacional,Otro,2016-06-25
136,2015.0,325,3,25.0,Ovalle,2-7-2016,2,7,2016,6,RR 1,Off Prime PM,18:02,19:05,1:03:00,2,10.0,19.5,3.3,14.4,2.9,5.7,1.1,4.9,6.4,12.5,1.9,8.0,4.8,9.3,1.6,6.9,25.9,50.4,12.3,53.1,51.3,100,23.2,100,1,1,,Coquimbo,Norte,2016-07-02
137,2015.0,323,3,23.0,Independencia,9-7-2016,9,7,2016,6,RR 1,Off Prime PM,17:30,18:44,1:14:00,3,8.6,18.9,3.4,18.5,3.5,7.7,0.9,5.1,7.1,15.5,2.1,11.4,3.5,7.8,0.9,5.1,24.3,53.3,9.8,52.8,45.6,100,18.5,100,1,1,,Metropolitana,Centro,2016-07-09
138,2016.0,411,4,11.0,Estuario Reloncaví (Cochamó),9-7-2016,9,7,2016,6,Estreno,Prime,22:31,23:38,1:07:00,2,10.7,17.9,5.0,17.5,9.4,15.9,4.0,13.9,12.8,21.4,3.7,13.1,6.9,11.6,2.6,8.9,22.4,37.5,11.5,40.4,59.6,100,28.5,100,2,1,,Los Lagos,Sur,2016-07-09
139,2015.0,326,3,26.0,La Tirana,16-7-2016,16,7,2016,6,RR 1,Off Prime PM,17:32,18:42,1:10:00,3,6.7,15.4,2.9,14.6,3.6,8.3,0.9,4.6,6.7,15.3,2.7,13.3,3.9,8.9,0.9,4.5,22.8,52.4,12.2,60.6,43.6,100,20.1,100,1,1,,Tarapacá,Norte,2016-07-16
140,2016.0,412,4,12.0,Laguna del Laja,16-7-2016,16,7,2016,6,Estreno,Prime,22:32,23:41,1:09:00,2,9.4,15.7,5.6,20.0,6.9,11.6,2.6,9.3,16.0,26.8,5.3,19.0,7.4,12.5,2.6,9.2,21.5,36.1,10.2,36.3,59.6,100,28.1,100,2,1,,Bío Bío,Sur,2016-07-16
141,2015.0,331,3,31.0,Iquique,23-7-2016,23,7,2016,6,RR 1,Off Prime PM,18:31,19:51,1:20:00,4,9.2,19.7,4.0,18.9,5.7,12.2,0.9,4.4,6.6,14.1,2.3,10.8,4.2,9.1,1.2,5.7,22.1,47.2,11.6,55.1,46.9,100,21.1,100,1,1,,Tarapacá,Norte,2016-07-23
142,2016.0,413,4,13.0,Mehuín,23-7-2016,23,7,2016,6,Estreno,Prime,22:31,23:50,1:19:00,3,11.8,19.1,5.6,18.3,9.2,14.8,3.3,10.7,14.6,23.5,4.9,16.0,8.5,13.7,3.5,11.4,22.8,36.7,11.3,36.8,62.2,100,30.6,100,2,1,,Los Ríos,Sur,2016-07-23
143,2015.0,33,3,3.0,Romeral,30-7-2016,30,7,2016,6,RR 2,Off Prime PM,17:34,18:40,1:06:00,3,7.6,17.9,1.9,11.2,3.1,7.4,1.1,6.3,5.8,13.6,1.7,9.7,3.3,7.7,1.6,9.3,22.6,53.6,10.0,58.7,42.2,100,17.1,100,1,1,,Maule,Centro,2016-07-30
144,2016.0,414,4,14.0,Alto el Loa,30-7-2016,30,7,2016,6,Estreno,Prime,22:32,23:47,1:15:00,3,9.5,16.1,4.5,15.9,5.4,9.1,2.5,8.7,13.0,22.1,4.7,16.5,7.6,12.9,2.6,9.1,25.9,44.0,12.4,43.7,58.8,100,28.3,100,2,2,,Antofagasta,Norte,2016-07-30
145,2015.0,32,3,2.0,Pichilemu,6-8-2016,6,8,2016,6,RR 2,Off Prime PM,17:22,18:49,1:27:00,4,5.9,13.4,1.3,6.9,8.0,18.2,4.4,23.8,4.5,10.3,1.1,6.2,3.1,7.1,0.6,3.3,22.8,51.9,9.6,51.7,43.9,100,18.5,100,2,2,,O'Higgins,Centro,2016-08-06
